Key,Description,en,fr
AIM-92 Stinger_fullName,Full equip name of: AIM-92 Stinger,AIM-92 Stinger,
AIM-92 Stinger_description,Item description of: AIM-92 Stinger,Wingtip-mounted heat-seeking air-to-air missile.,
GAU-94 20mm Rotary Cannon_fullName,Full equip name of: GAU-94 20mm Rotary Cannon,GAU-94 20mm Rotary Cannon,
GAU-94 20mm Rotary Cannon_description,Item description of: GAU-94 20mm Rotary Cannon,Three-barreled 20mm gimbal-mounted rotary cannon in a lightly armored housing.,
AIM-9+ Sidewinder x2_fullName,Full equip name of: AIM-9+ Sidewinder x2,AIM-9+ Sidewinder x2,AIM-9+ Sidewinder x2
AIM-9+ Sidewinder x2_description,Item description of: AIM-9+ Sidewinder x2,An internally mounted rack of two advanced heat-seeking AIM-9+ anti-air missiles.,Un rack monte a l'interieur de deux missiles anti-aeriens AIM-9+ a recherche de chaleur avances.
loadingView_loadingMap,Text in custom map loading view.,Loading map...,Chargement de la carte...
GBU-39ER x4_fullName,Full equip name of: GBU-39ER x4,GBU-39ER x4,
GBU-39ER x4_description,Item description of: GBU-39ER x4,A rack of 4 GPS guided glidebombs equipped with boosters stages.,
eqSublabel_GPS,HUD sub-label of an equip,GPS,
BSM-66_fullName,Full equip name of: BSM-66,BSM-66,BSM-66
BSM-66_description,Item description of: BSM-66,Standard semi-active radar-guided surface to air missile.,Missile a guidage radar standard.
AIM-120D Advanced Radar Missile_fullName,Full equip name of: AIM-120D Advanced Radar Missile,AIM-120D Advanced Radar Missile,
AIM-120D Advanced Radar Missile_description,Item description of: AIM-120D Advanced Radar Missile,"Radar guided medium range air to air missile.
",
AV-42C_description,Short description of playable vehicle AV-42C,"""Kestrel"" Multi-role VTOL aircraft. Tilting jet nozzles give it the ability to take off and land vertically or horizontally. Large cargo bay and multiple weapon mounts allow for both transport and attack missions.","Avion multir�le VTOL ""Kestrel"".�Les buses a jet inclinable lui permettent de decoller et d'atterrir verticalement ou horizontalement.�La grande soute et les multiples supports d'armes permettent a la fois des missions de transport et d'attaque."
F/A-26B_description,Short description of playable vehicle F/A-26B,"""Wasp"" Carrier based air-superiority fighter that can also be configured for ground attack roles.","Chasseur de superiorite aerienne base sur un porte-avions ""Wasp"" pouvant egalement etre configure pour des r�les d'attaque au sol."
F-45A_description,Short description of playable vehicle F-45A,"""Ghost"" Stealthy, single-engine, VTOL/STOVL capable aircraft with four internal bays. Optional external hardpoints can be used to increase carrying capacity when stealth is not needed.","""Ghost"" Stealthy, monomoteur, capable VTOL/STOVL avion avec quatre baies internes.�Des points d'ancrage externes en option peuvent etre utilises pour augmenter la capacite de charge lorsque la furtivite n'est pas necessaire."
AH-94_description,Short description of playable vehicle AH-94,"The AH-94 ""Dragonfly"" is a twin-turboshaft attack helicopter with a tandem cockpit for two pilots.",
campaign_av42cTheIsland_name,Name of a campaign.,The Island,L'Ile
campaign_av42cTheIsland_description,Description of a campaign.,The Island campaign.,La campagne de l'�le.
av42cTheIsland:01_preparations_name,Name of a mission.,Preparations,Les preparatifs
av42cTheIsland:01_preparations_description,Description of a mission.,Help make preparations to defend the island. Transport personnel to coastal SAM site.,Aidez a faire des preparatifs pour defendre l'�le.�Transporter le personnel vers le site SAM c�tier.
AV-42C:av42cTheIsland:01_preparations:obj_0:name,A mission objective name,Pick Up,Recuperer
AV-42C:av42cTheIsland:01_preparations:obj_0:info,Mission objective info.,Let the soldiers into your passenger bay.,Laissez les soldats entrer dans votre compartiment passagers.
AV-42C:av42cTheIsland:01_preparations:obj_1:name,A mission objective name,Drop Off,Deposer
AV-42C:av42cTheIsland:01_preparations:obj_1:info,Mission objective info.,Drop the soldiers off at the east bay SAM site.,Deposez les soldats sur le site SAM de la baie est.
AV-42C:av42cTheIsland:01_preparations:obj_2:name,A mission objective name,Join Fighters,Rejoignez les combattants
AV-42C:av42cTheIsland:01_preparations:obj_2:info,Mission objective info.,Join up with the fighter escort wing.,Rejoignez l'escadre d'escorte de chasse.
AV-42C:av42cTheIsland:01_preparations:obj_4:name,A mission objective name,Investigate,Enqueter
AV-42C:av42cTheIsland:01_preparations:obj_4:info,Mission objective info.,Investigate the AV-42 crash site.,Enqueter sur le site du crash de l'AV-42.
AV-42C:av42cTheIsland:01_preparations:obj_5:name,A mission objective name,Pick-up Survivors,Ramasser les survivants
AV-42C:av42cTheIsland:01_preparations:obj_5:info,Mission objective info.,Pick up the survivors from the crash site.,Ramassez les survivants sur le site du crash.
AV-42C:av42cTheIsland:01_preparations:obj_6:name,A mission objective name,Deliver Survivors,Livrer des survivants
AV-42C:av42cTheIsland:01_preparations:obj_6:info,Mission objective info.,Deliver the survivors to the hospital.,Transportez les survivants a l'h�pital.
AV-42C:av42cTheIsland:01_preparations:obj_7:name,A mission objective name,RTB,RTB
AV-42C:av42cTheIsland:01_preparations:obj_7:info,Mission objective info.,Return to and land at the airbase.,Retournez et atterrissez a la base aerienne.
AV-42C:av42cTheIsland:01_preparations:obj_8:name,A mission objective name,Destroy Drones,Detruire les drones
AV-42C:av42cTheIsland:01_preparations:obj_8:info,Mission objective info.,Allow the fighters to clear out the hostile drones.,Permettez aux combattants d'eliminer les drones hostiles.
av42cTheIsland:02_minesweeper_name,Name of a mission.,Minesweeper,Dragueur de mines
av42cTheIsland:02_minesweeper_description,Description of a mission.,Destroy the drone ships laying mines on supply routes.,Detruisez les drones posant des mines sur les routes de ravitaillement.
AV-42C:av42cTheIsland:02_minesweeper:obj_0:name,A mission objective name,Join fighters,Rejoignez les combattants
AV-42C:av42cTheIsland:02_minesweeper:obj_0:info,Mission objective info.,Meet up with Victor1 at the waypoint.,Retrouvez Victor1 au waypoint.
AV-42C:av42cTheIsland:02_minesweeper:obj_1:name,A mission objective name,Fly to AO,Envolez-vous vers AO
AV-42C:av42cTheIsland:02_minesweeper:obj_1:info,Mission objective info.,Lead the strike group to the area of operations.,Dirigez le groupe d'intervention jusqu'a la zone d'operations.
AV-42C:av42cTheIsland:02_minesweeper:obj_2:name,A mission objective name,Strike,Frapper
AV-42C:av42cTheIsland:02_minesweeper:obj_2:info,Mission objective info.,[Critical] Destroy the mine boats.,[Critique] Detruisez les bateaux de la mine.
AV-42C:av42cTheIsland:02_minesweeper:obj_3:name,A mission objective name,Support,Support
AV-42C:av42cTheIsland:02_minesweeper:obj_3:info,Mission objective info.,"If able, support your wingmen by destroying the carrier's weapons and drones."," support your wingmen by destroying the carrier's weapons and drones."
AV-42C:av42cTheIsland:02_minesweeper:obj_4:name,A mission objective name,RTB,RTB
AV-42C:av42cTheIsland:02_minesweeper:obj_4:info,Mission objective info.,Return to the airbase.,Retour a la base aerienne.
av42cTheIsland:03_redirection_name,Name of a mission.,Redirection,Redirection
av42cTheIsland:03_redirection_description,Description of a mission.,Join the carrier fleet embarking on a pre-emptive naval strike.,Rejoignez la flotte de porte-avions et lancez-vous dans une attaque navale preventive.
AV-42C:av42cTheIsland:03_redirection:obj_0:name,A mission objective name,Search,Rechercher
AV-42C:av42cTheIsland:03_redirection:obj_0:info,Mission objective info.,Search for the lost pilot near the objective waypoint.,Recherchez le pilote perdu pres du waypoint objectif.
AV-42C:av42cTheIsland:03_redirection:obj_1:name,A mission objective name,Join Tanker,Rejoignez Tanker
AV-42C:av42cTheIsland:03_redirection:obj_1:info,Mission objective info.,Lead the lost pilot to the refuel tanker.,Menez le pilote perdu jusqu'au ravitailleur.
AV-42C:av42cTheIsland:03_redirection:obj_2:name,A mission objective name,Refuel,Ravitailler
AV-42C:av42cTheIsland:03_redirection:obj_2:info,Mission objective info.,Allow the pilot to refuel.,Laissez le pilote faire le plein.
AV-42C:av42cTheIsland:03_redirection:obj_3:name,A mission objective name,Join Carrier,Rejoignez le transporteur
AV-42C:av42cTheIsland:03_redirection:obj_3:info,Mission objective info.,Lead the pilot to the aircraft carrier.,Menez le pilote au porte-avions.
AV-42C:av42cTheIsland:03_redirection:obj_4:name,A mission objective name,Land,Terre
AV-42C:av42cTheIsland:03_redirection:obj_4:info,Mission objective info.,Land on the aircraft carrier.,Atterrir sur le porte-avions.
av42cTheIsland:04_openWater_name,Name of a mission.,Open Water,Le large
av42cTheIsland:04_openWater_description,Description of a mission.,Meet the enemy in open water for a pre-emptive strike.,Rencontrez l'ennemi en eau libre pour une frappe preventive.
AV-42C:av42cTheIsland:04_openWater:obj_0:name,A mission objective name,Join Strikers,Rejoignez les grevistes
AV-42C:av42cTheIsland:04_openWater:obj_0:info,Mission objective info.,Join the striker group X-Ray1,Rejoignez le groupe d'attaquants X-Ray1
AV-42C:av42cTheIsland:04_openWater:obj_1:name,A mission objective name,Defend,Defendre
AV-42C:av42cTheIsland:04_openWater:obj_1:info,Mission objective info.,Help defend the fleet from the incoming drones.,Aidez a defendre la flotte contre les drones entrants.
AV-42C:av42cTheIsland:04_openWater:obj_2:name,A mission objective name,Regroup,Se regrouper
AV-42C:av42cTheIsland:04_openWater:obj_2:info,Mission objective info.,Join up with the fighters.,Rejoignez les combattants.
AV-42C:av42cTheIsland:04_openWater:obj_3:name,A mission objective name,Fly to AO,Envolez-vous vers AO
AV-42C:av42cTheIsland:04_openWater:obj_3:info,Mission objective info.,Vector to the enemy fleet.,Vecteur a la flotte ennemie.
AV-42C:av42cTheIsland:04_openWater:obj_4:name,A mission objective name,Destroy Targets,Detruire les cibles
AV-42C:av42cTheIsland:04_openWater:obj_4:info,Mission objective info.,"Destroy or disable all enemy weapon systems, sensors, and drones."," sensors"
AV-42C:av42cTheIsland:04_openWater:obj_5:name,A mission objective name,RTB,RTB
AV-42C:av42cTheIsland:04_openWater:obj_5:info,Mission objective info.,Return to the fleet and land.,Retournez a la flotte et atterrissez.
av42cTheIsland:05_silentIsland_name,Name of a mission.,Silent Island,�le silencieuse
av42cTheIsland:05_silentIsland_description,Description of a mission.,Return to the island to investigate why communications have gone silent.,Retournez sur l'�le pour decouvrir pourquoi les communications sont devenues silencieuses.
AV-42C:av42cTheIsland:05_silentIsland:obj_0:name,A mission objective name,Join Tanker,Rejoignez Tanker
AV-42C:av42cTheIsland:05_silentIsland:obj_0:info,Mission objective info.,Take off and fly to the aerial fuel tanker.,Decollage et vol vers le petrolier aerien.
AV-42C:av42cTheIsland:05_silentIsland:obj_1:name,A mission objective name,Refuel 1,Faire le plein 1
AV-42C:av42cTheIsland:05_silentIsland:obj_1:info,Mission objective info.,Allow your Romeo1-1 to refuel.,Laissez votre Romeo1-1 faire le plein.
AV-42C:av42cTheIsland:05_silentIsland:obj_2:name,A mission objective name,Refuel 2,Faire le plein 2
AV-42C:av42cTheIsland:05_silentIsland:obj_2:info,Mission objective info.,Allow Romeo1-2 to refuel. Then you may refuel yourself if necessary.,Laissez Romeo1-2 faire le plein.�Ensuite
AV-42C:av42cTheIsland:05_silentIsland:obj_3:name,A mission objective name,Investigate,Enqueter
AV-42C:av42cTheIsland:05_silentIsland:obj_3:info,Mission objective info.,Investigate the island.,Enqueter sur l'�le.
AV-42C:av42cTheIsland:05_silentIsland:obj_4:name,A mission objective name,Retreat,Battre en retraite
AV-42C:av42cTheIsland:05_silentIsland:obj_4:info,Mission objective info.,Avoid the enemy fleet. Return to the waypoint and await orders.,evitez la flotte ennemie.�Retournez au waypoint et attendez les ordres.
AV-42C:av42cTheIsland:05_silentIsland:obj_5:name,A mission objective name,CAS,CAS
AV-42C:av42cTheIsland:05_silentIsland:obj_5:info,Mission objective info.,Destroy the armored units moving toward our allied infantry.,Detruisez les unites blindees qui se dirigent vers notre infanterie alliee.
AV-42C:av42cTheIsland:05_silentIsland:obj_6:name,A mission objective name,Exfil,Exfil
AV-42C:av42cTheIsland:05_silentIsland:obj_6:info,Mission objective info.,Pick up Bravo squad.,Ramassez l'escouade Bravo.
AV-42C:av42cTheIsland:05_silentIsland:obj_7:name,A mission objective name,RTB,RTB
AV-42C:av42cTheIsland:05_silentIsland:obj_7:info,Mission objective info.,Return to the aircraft carrier.,Retour au porte-avions.
av42cTheIsland:06_darkness_name,Name of a mission.,Darkness,Obscurite
av42cTheIsland:06_darkness_description,Description of a mission.,Begin a counterattack under the cover of darkness.,Commencez une contre-attaque sous le couvert de l'obscurite.
AV-42C:av42cTheIsland:06_darkness:obj_0:name,A mission objective name,Begin,Commencer
AV-42C:av42cTheIsland:06_darkness:obj_0:info,Mission objective info.,Take off and prepare for your anti-ship strike.,Decollez et preparez-vous a votre greve anti-navire.
AV-42C:av42cTheIsland:06_darkness:obj_1:name,A mission objective name,ASM Strike,Greve de l'ASM
AV-42C:av42cTheIsland:06_darkness:obj_1:info,Mission objective info.,Destroy the long range missile cruiser.,Detruisez le croiseur lance-missiles a longue portee.
AV-42C:av42cTheIsland:06_darkness:obj_2:name,A mission objective name,RTB,RTB
AV-42C:av42cTheIsland:06_darkness:obj_2:info,Mission objective info.,Return to the aircraft carrier.,Retour au porte-avions.
av42cTheIsland:07_islandDefense_name,Name of a mission.,Island Defense,Defense de l'�le
av42cTheIsland:07_islandDefense_description,Description of a mission.,Begin to take back the island and eliminate the enemy fleet off the northern coast.,Commencez a reprendre l'�le et eliminez la flotte ennemie au large de la c�te nord.
AV-42C:av42cTheIsland:07_islandDefense:obj_6:name,A mission objective name,AntiShip 2,Antinavire 2
AV-42C:av42cTheIsland:07_islandDefense:obj_6:info,Mission objective info.,Destroy the incoming enemy carrier fleet.,Detruisez la flotte de porte-avions ennemie entrante.
AV-42C:av42cTheIsland:07_islandDefense:obj_4:name,A mission objective name,AntiShip,Antinavire
AV-42C:av42cTheIsland:07_islandDefense:obj_4:info,Mission objective info.,Destroy the remaining enemy fleet.,Detruisez la flotte ennemie restante.
AV-42C:av42cTheIsland:07_islandDefense:obj_3:name,A mission objective name,Airbase,Base aerienne
AV-42C:av42cTheIsland:07_islandDefense:obj_3:info,Mission objective info.,Clear out the enemy units at the airbase.,eliminez les unites ennemies a la base aerienne.
AV-42C:av42cTheIsland:07_islandDefense:obj_7:name,A mission objective name,SEAD,MER
AV-42C:av42cTheIsland:07_islandDefense:obj_7:info,Mission objective info.,Destroy the enemy SAM site to allow reinforcements to take off.,Detruisez le site SAM ennemi pour permettre aux renforts de decoller.
AV-42C:av42cTheIsland:07_islandDefense:obj_8:name,A mission objective name,Launch,Lancer
AV-42C:av42cTheIsland:07_islandDefense:obj_8:info,Mission objective info.,,
AV-42C:av42cTheIsland:07_islandDefense:obj_9:name,A mission objective name,Regroup,Se regrouper
AV-42C:av42cTheIsland:07_islandDefense:obj_9:info,Mission objective info.,"Rearm if necessary, then regroup with Victor 1."," then regroup with Victor 1."
AV-42C:av42cTheIsland:07_islandDefense:obj_10:name,A mission objective name,RTB,RTB
AV-42C:av42cTheIsland:07_islandDefense:obj_10:info,Mission objective info.,Land at the airbase.,Atterrir a la base aerienne.
AV-42C:av42cTheIsland:07_islandDefense:obj_11:name,A mission objective name,Drone Boats,Bateaux Drones
AV-42C:av42cTheIsland:07_islandDefense:obj_11:info,Mission objective info.,Destroy the rocket-equipped drone boats threatening the carrier.,Detruisez les drones equipes de fusees mena�ant le porte-avions.
AV-42C:av42cTheIsland:07_islandDefense:obj_12:name,A mission objective name,Destroy Ship Defense,Detruire la defense du navire
AV-42C:av42cTheIsland:07_islandDefense:obj_12:info,Mission objective info.,Destroy the carrier group's radars and air defenses so bombers can come to help.,Detruisez les radars et les defenses antiaeriennes du groupe de porte-avions pour que les bombardiers puissent venir en aide.
av42cTheIsland_01_preparations_b0,Text from a mission briefing.,"Negotiations for peace have failed.  We believe the enemy will strike here first, as a stepping stone to the mainland.

We have begun preparing coastal air defenses."," as a stepping stone to the mainland."
av42cTheIsland_01_preparations_b1,Text from a mission briefing.,"As an AV-42C pilot, you will deliver personnel to the defense sites.

Other pilots and soldiers will be arriving by air from the mainland soon."," you will deliver personnel to the defense sites."
av42cTheIsland_02_minesweeper_b0,Text from a mission briefing.,"As we continue to prepare our defenses against the invasive enemy forces, we need to secure supply routes from the mainland to the island."," we need to secure supply routes from the mainland to the island."
av42cTheIsland_02_minesweeper_b1,Text from a mission briefing.,The troops you recovered from the crash site reported that they spotted what seemed to be unmanned vessels deploying sea mines near the south east supply route.,Les troupes que vous avez recuperees sur le site de l'ecrasement ont signale avoir repere ce qui semblait etre des navires sans pilote deployant des mines marines pres de la route d'approvisionnement sud-est.
av42cTheIsland_02_minesweeper_b2,Text from a mission briefing.,"You will lead a strike group with the order of destroying all hostile targets in the designated area.  

Prepare your aircraft appropriately.",Vous dirigerez un groupe d'attaque avec l'ordre de detruire toutes les cibles hostiles dans la zone designee.
av42cTheIsland_03_redirection_b0,Text from a mission briefing.,Our engineers were able to salvage the navigation computers from the drone ships and used them to determine the location of the main naval fleet of the enemy.,Nos ingenieurs ont pu recuperer les ordinateurs de navigation des navires drones et les ont utilises pour determiner l'emplacement de la principale flotte navale de l'ennemi.
av42cTheIsland_03_redirection_b1,Text from a mission briefing.,"We have tasked an aircraft carrier fleet to intercept before they get too close to the island.  In order to maximize their force, you and other pilots are ordered to join the fleet."," you and other pilots are ordered to join the fleet."
av42cTheIsland_03_redirection_b2,Text from a mission briefing.,"A pilot belonging to the carrier was out on combat air patrol when his navigation systems experienced a failure.  The pilot is lost and low on fuel, so you must quickly find him and lead him to the fuel tanker on the way to the carrier."," so you must quickly find him and lead him to the fuel tanker on the way to the carrier."
av42cTheIsland_04_openWater_b0,Text from a mission briefing.,"We have intercepted the enemy fleet sooner than we expected to. They have already deployed aerial drones which are heading towards our fleet. All units are to scramble to defend the fleet, as well as quickly launch a counter-attack."," as well as quickly launch a counter-attack."
av42cTheIsland_04_openWater_b1,Text from a mission briefing.,"The enemy force is numerous and includes small drone boats, missile cruisers, and drone carriers. This is going to get messy.

Good luck."," missile cruisers"
av42cTheIsland_05_silentIsland_b0,Text from a mission briefing.,"We received an encrypted message from the island airbase which suggested that a large presence was detected coming in from the north.

After that, all communications went silent.",Nous avons re�u un message crypte de la base aerienne de l'�le qui suggerait qu'une forte presence avait ete detectee en provenance du nord.
av42cTheIsland_05_silentIsland_b1,Text from a mission briefing.,"The captain is worried that the enemy fleet we just attacked was just a diversion, and a larger enemy fleet somehow sailed to the island undetected.

We are returning to the island to investigate the radio silence."," and a larger enemy fleet somehow sailed to the island undetected."
av42cTheIsland_05_silentIsland_b2,Text from a mission briefing.,"We are conserving on-board jet fuel in anticipation of responding to the potential threat, so the fighter escorts will need to refuel in the air.

Once everyone is topped off, scout the island and report back.  Good luck."," so the fighter escorts will need to refuel in the air."
av42cTheIsland_06_darkness_b0,Text from a mission briefing.,"On the scouting sortie, a large enemy fleet was detected north of the island.  The enemy has also begun landing ground units on the island.

Before we can begin to move in and take back the island, we need to eliminate the threat posed by the enemy long range missile cruiser."," a large enemy fleet was detected north of the island.  The enemy has also begun landing ground units on the island."
av42cTheIsland_06_darkness_b1,Text from a mission briefing.,"The cruiser has an array of launch tubes which we believe are capable of deploying two-stage surface-to-air and anti-ship missiles.  It also has a vertical launching system defense cannons, so it may not be effective to use conventional bombs or air-to-ground missiles."," so it may not be effective to use conventional bombs or air-to-ground missiles."
av42cTheIsland_06_darkness_b2,Text from a mission briefing.,"In order to take out the threat, we are authorizing the use of the AGM-89 anti-ship cruise missile.  It has advanced features such as waypoint navigation, radar target acquisition, and a large payload.  Use it wisely and destroy the high priority target."," we are authorizing the use of the AGM-89 anti-ship cruise missile.  It has advanced features such as waypoint navigation"
av42cTheIsland_06_darkness_b3,Text from a mission briefing.,"The mission launches at midnight. You will be escorted by a small wing of fighters to defend you from airborne threats.

The enemy has likely deployed more self-propelled SAM units to the island, so keep an eye out for missile launches and radar locks.

Good luck.",La mission demarre a minuit.�Vous serez escorte par une petite escadre de chasseurs pour vous defendre des menaces aeriennes.
av42cTheIsland_07_islandDefense_b0,Text from a mission briefing.,"With the destruction of the enemy fleet's most powerful ship, we can begin an effort to take back the island.

Through the night, the enemy has continued to deploy troops and set up defenses around the island."," we can begin an effort to take back the island."
av42cTheIsland_07_islandDefense_b1,Text from a mission briefing.,"The first order is to clear out enemy units from the island airbase. Air defenses have been set up, so be prepared to use the surrounding hills for cover.

Once the airbase has been cleared, we can use it for refueling and rearming."," so be prepared to use the surrounding hills for cover."
av42cTheIsland_07_islandDefense_b2,Text from a mission briefing.,"Once that is out of the way, we must eliminate the rest of the enemy fleet parked off the norther coast.

An allied carrier fleet is arriving from the east to support us, but are unable to launch aircraft due to enemy air defenses in the eastern city."," we must eliminate the rest of the enemy fleet parked off the norther coast."
av42cTheIsland_07_islandDefense_b3,Text from a mission briefing.,"Destroy the eastern air defenses to allow the allied pilots to take off, then make a combined effort to destroy the enemy fleet.

The allied fleet will also move into firing range to support with anti-ship missiles."," then make a combined effort to destroy the enemy fleet."
campaign_av42cQuickFlight_name,Name of a campaign.,Quick Flight,Vol rapide
campaign_av42cQuickFlight_description,Description of a campaign.,Quick flights and practice scenarios for the AV-42C.,Vols rapides et scenarios d'entra�nement pour l'AV-42C.
av42cQuickFlight:42c_freeFlight2_name,Name of a mission.,Free Flight 2,Vol libre 2
av42cQuickFlight:42c_freeFlight2_description,Description of a mission.,Free flight on a custom map.,Vol libre sur une carte personnalisee.
av42cQuickFlight:aerialRefuelPractice_name,Name of a mission.,Aerial Refueling Practice,Pratique de ravitaillement aerien
av42cQuickFlight:aerialRefuelPractice_description,Description of a mission.,Practice refueling in the air. Remember to lower your starting fuel.,Entra�nez-vous a faire le plein en l'air.�N'oubliez pas de baisser votre carburant de demarrage.
AV-42C:av42cQuickFlight:aerialRefuelPractice:obj_0:name,A mission objective name,Refuel,Ravitailler
AV-42C:av42cQuickFlight:aerialRefuelPractice:obj_0:info,Mission objective info.,Refuel in the air.,Faire le plein en l'air.
av42cQuickFlight:carrierLanding_name,Name of a mission.,Naval Landing Practice,Pratique de debarquement naval
av42cQuickFlight:carrierLanding_description,Description of a mission.,Practice landing on the carrier or one of the cruisers.,Entra�nez-vous a atterrir sur le porte-avions ou l'un des croiseurs.
AV-42C:av42cQuickFlight:carrierLanding:obj_0:name,A mission objective name,Land,Terre
AV-42C:av42cQuickFlight:carrierLanding:obj_0:info,Mission objective info.,Land on the carrier or one of the cruisers.,Atterrir sur le transporteur ou l'un des croiseurs.
av42cQuickFlight:freeFlight_name,Name of a mission.,Free Flight,Vol gratuit
av42cQuickFlight:freeFlight_description,Description of a mission.,No objectives or hostiles.  Just fly around and have fun!,Pas d'objectifs ni d'ennemis.�Il suffit de voler et de s'amuser !
AV-42C:av42cQuickFlight:freeFlight:obj_0:name,A mission objective name,Free Flight,Vol gratuit
AV-42C:av42cQuickFlight:freeFlight:obj_0:info,Mission objective info.,"This is a free flight, however, landing on the carrier will complete the mission"," however"
av42cQuickFlight:targetPractice_name,Name of a mission.,Target Practice,Cible d'entrainement
av42cQuickFlight:targetPractice_description,Description of a mission.,Practice using different weapons on multiple groups of non-hostile targets.,Entra�nez-vous a utiliser differentes armes sur plusieurs groupes de cibles non hostiles.
AV-42C:av42cQuickFlight:targetPractice:obj_0:name,A mission objective name,Destroy Artillery,Detruire l'artillerie
AV-42C:av42cQuickFlight:targetPractice:obj_0:info,Mission objective info.,Destroy the artillery on the edge of the south-eastern city.,Detruisez l'artillerie a la lisiere de la ville au sud-est.
AV-42C:av42cQuickFlight:targetPractice:obj_1:name,A mission objective name,Destroy Infantry,Detruire l'infanterie
AV-42C:av42cQuickFlight:targetPractice:obj_1:info,Mission objective info.,Eliminate the enemy infantry squad patrolling near the hospital,eliminez l'escouade d'infanterie ennemie patrouillant pres de l'h�pital
AV-42C:av42cQuickFlight:targetPractice:obj_2:name,A mission objective name,Destroy Convoy,Detruire le convoi
AV-42C:av42cQuickFlight:targetPractice:obj_2:info,Mission objective info.,Destroy the armored convoy moving west from the eastern city.,Detruisez le convoi blinde se depla�ant vers l'ouest depuis la ville orientale.
AV-42C:av42cQuickFlight:targetPractice:obj_3:name,A mission objective name,Destroy Air Defense,Detruire la defense aerienne
AV-42C:av42cQuickFlight:targetPractice:obj_3:info,Mission objective info.,Destroy the air defense network on the mountain peak.,Detruisez le reseau de defense aerienne au sommet de la montagne.
AV-42C:av42cQuickFlight:targetPractice:obj_4:name,A mission objective name,Kill Enemy Strikers,Tuer les attaquants ennemis
AV-42C:av42cQuickFlight:targetPractice:obj_4:info,Mission objective info.,Destroy the wing of enemy attack aircraft.,Detruisez l'aile de l'avion d'attaque ennemi.
AV-42C:av42cQuickFlight:targetPractice:obj_5:name,A mission objective name,RTB,RTB
AV-42C:av42cQuickFlight:targetPractice:obj_5:info,Mission objective info.,Land at the airbase.,Atterrir a la base aerienne.
av42cQuickFlight_42c_freeFlight2_b0,Text from a mission briefing.,Just fly around and have fun!,Il suffit de voler et de s'amuser !
av42cQuickFlight_42c_freeFlight2_b1,Text from a mission briefing.,A tanker is available for A2A refuelling.,Un tanker est disponible pour le ravitaillement A2A.
av42cQuickFlight_42c_freeFlight2_b2,Text from a mission briefing.,Try landing on one of the ships!,Essayez d'atterrir sur l'un des navires�!
av42cQuickFlight_aerialRefuelPractice_b0,Text from a mission briefing.,"Practice refueling in the air. Remember to lower your starting fuel, or else the tanker won't bother lowering the boom."," or else the tanker won't bother lowering the boom."
av42cQuickFlight_carrierLanding_b0,Text from a mission briefing.,"Practice landing on the ships.  For the carrier, you can land vertically or with the arrestor cables.

The carrier will be moving from east to west.  Use the NAV screen on the MFD to aid you in your approach."," you can land vertically or with the arrestor cables."
av42cQuickFlight_freeFlight_b0,Text from a mission briefing.,"There are no objectives. Just fly around and have fun!

There is an aircraft carrier at sea and an aerial refueling tanker in the sky.",Il n'y a pas d'objectifs.�Il suffit de voler et de s'amuser !
av42cQuickFlight_targetPractice_b0,Text from a mission briefing.,"There are multiple groups of surface and air targets for you to practice on.

Check the waypoints and information in the Objectives MFD page.",Il existe plusieurs groupes de cibles de surface et aeriennes sur lesquelles vous pouvez vous entra�ner.
campaign_fa26bFreeFlight_name,Name of a campaign.,Quick Flight,Vol rapide
campaign_fa26bFreeFlight_description,Description of a campaign.,Simple scenarios for the F/A-26B.,Scenarios simples pour le F/A-26B.
fa26bFreeFlight:26b_targetPractice2_name,Name of a mission.,Target Practice,Cible d'entrainement
fa26bFreeFlight:26b_targetPractice2_description,Description of a mission.,Several ground and air targets to practice deploying your weapons on. Targets will not shoot back.,Plusieurs cibles terrestres et aeriennes pour vous entra�ner a deployer vos armes.�Les cibles ne riposteront pas.
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_0:name,A mission objective name,Moving Targets,Cibles mobiles
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_0:info,Mission objective info.,Destroy the column of vehicles crossing the bridge.,Detruisez la colonne de vehicules traversant le pont.
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_1:name,A mission objective name,Artillery Targets,Cibles d'artillerie
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_1:info,Mission objective info.,Destroy the artillery targets.,Detruisez les cibles d'artillerie.
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_2:name,A mission objective name,Bomber Group,Groupe de bombardiers
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_2:info,Mission objective info.,Destroy the bomber and its escorts flying at high altitude.,Detruisez le bombardier et ses escortes volant a haute altitude.
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_3:name,A mission objective name,Radar Network,Reseau de radars
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_3:info,Mission objective info.,Destroy the radar network around the central mountains.,Detruisez le reseau radar autour des montagnes centrales.
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_4:name,A mission objective name,Attack Jets,Jets d'attaque
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_4:info,Mission objective info.,Destroy the vertical take-off attack jets coming from the FARP.,Detruisez les jets d'attaque a decollage vertical en provenance du FARP.
